product_id,line,batch_count,tray_no,position,rank
P30000128005,3,1280,30,5,A
P30000128110,3,1281,20,10,A
P30000128111,3,1281,20,11,A
P30000128115,3,1281,20,15,A
P30000128204,3,1282,22,4,A
P30000128304,3,1283,1,4,B
P30000128307,3,1283,1,7,A
P30000128314,3,1283,1,14,A
P30000128408,3,1284,9,8,B
P30000128414,3,1284,9,14,B
P30000128513,3,1285,29,13,B
P30000128515,3,1285,29,15,B
P30000128605,3,1286,4,5,B
P30000128709,3,1287,26,9,B
P30000128815,3,1288,25,15,A
P30000128901,3,1289,11,1,A
P30000128903,3,1289,11,3,A
P30000129201,3,1292,23,1,A
P30000129211,3,1292,23,11,B
P30000129314,3,1293,27,14,B
P30000129503,3,1295,15,3,B
P30000129505,3,1295,15,5,A
P30000129507,3,1295,15,7,A
P30000129514,3,1295,15,14,A
P30000129606,3,1296,14,6,B
P30000129701,3,1297,3,1,A
P30000129802,3,1298,17,2,A
P30000129815,3,1298,17,15,B
P30000130005,3,1300,18,5,A
P30000130105,3,1301,28,5,B
P30000130109,3,1301,28,9,C
P30000130202,3,1302,8,2,A
P30000130208,3,1302,8,8,A
P30000130401,3,1304,5,1,A
P30000130406,3,1304,5,6,A
P30000130506,3,1305,24,6,B
P30000130514,3,1305,24,14,A
P30000130609,3,1306,7,9,A
P30000130703,3,1307,21,3,B
P30000130704,3,1307,21,4,B
P30000130804,3,1308,10,4,A
P30000130807,3,1308,10,7,A
P30000130812,3,1308,10,12,B
P30000130905,3,1309,12,5,B
P30000130915,3,1309,12,15,A
P30000131111,3,1311,20,11,A
P30000131112,3,1311,20,12,B
P30000131114,3,1311,20,14,A
P30000131115,3,1311,20,15,A
P30000131305,3,1313,1,5,B
P30000131312,3,1313,1,12,B
P30000131403,3,1314,9,3,A
P30000131406,3,1314,9,6,A
P30000131508,3,1315,29,8,C
P30000131509,3,1315,29,9,A
P30000131510,3,1315,29,10,B
P30000131603,3,1316,4,3,B
P30000131611,3,1316,4,11,D
P30000131713,3,1317,26,13,D
P30000131904,3,1319,11,4,C
P30000131905,3,1319,11,5,C
P30000132002,3,1320,16,2,B
P30000132004,3,1320,16,4,B
P30000132007,3,1320,16,7,B
P30000132010,3,1320,16,10,A
P30000132403,3,1324,19,3,C
P30000132509,3,1325,15,9,B
P30000132605,3,1326,14,5,C
P30000132812,3,1328,17,12,B
P30000132911,3,1329,2,11,B
P30000133114,3,1331,28,14,A
P30000133405,3,1334,5,5,B
P30000133504,3,1335,24,4,A
P30000133613,3,1336,7,13,A
P30000133614,3,1336,7,14,A
P30000133703,3,1337,21,3,A
P30000133804,3,1338,10,4,A
P30000133806,3,1338,10,6,A
P30000133809,3,1338,10,9,B
P30000133908,3,1339,12,8,A
P30000133914,3,1339,12,14,A
P30000134204,3,1342,22,4,A
P30000134305,3,1343,1,5,A
P30000134307,3,1343,1,7,C
P30000134402,3,1344,9,2,A
P30000134403,3,1344,9,3,A
P30000134413,3,1344,9,13,A
P30000134510,3,1345,29,10,B
P30000134609,3,1346,4,9,B
P30000134611,3,1346,4,11,D
P30000134706,3,1347,26,6,A
P30000134710,3,1347,26,10,A
P30000134715,3,1347,26,15,A
P30000134812,3,1348,25,12,A
P30000135002,3,1350,16,2,A
P30000135003,3,1350,16,3,A
P30000135104,3,1351,6,4,C
P30000135109,3,1351,6,9,A
P30000135111,3,1351,6,11,B
P30000135204,3,1352,23,4,B
P30000135208,3,1352,23,8,C
P30000135212,3,1352,23,12,B
P30000135309,3,1353,27,9,D
P30000135316,3,1353,27,16,B
P30000135408,3,1354,19,8,D
P30000135610,3,1356,14,10,A
P30000135614,3,1356,14,14,B
P30000136009,3,1360,18,9,B
P30000136101,3,1361,28,1,A
P30000136107,3,1361,28,7,B
P30000136116,3,1361,28,16,B
P30000136201,3,1362,8,1,B
P30000136205,3,1362,8,5,B
P30000136301,3,1363,13,1,C
P30000136303,3,1363,13,3,B
P30000136309,3,1363,13,9,B
P30000136316,3,1363,13,16,A
P30000136406,3,1364,5,6,A
P30000136410,3,1364,5,10,A
P30000136501,3,1365,24,1,B
P30000136606,3,1366,7,6,A
P30000136613,3,1366,7,13,A
P30000136709,3,1367,21,9,A
P30000136806,3,1368,10,6,A
P30000136811,3,1368,10,11,A
P30000136905,3,1369,12,5,D
P30000136916,3,1369,12,16,D
P30000137004,3,1370,30,4,B
P30000137213,3,1372,22,13,A
P30000137215,3,1372,22,15,A
P30000137303,3,1373,1,3,A
P30000137404,3,1374,9,4,B
P30000137410,3,1374,9,10,A
P30000137505,3,1375,29,5,B
P30000137506,3,1375,29,6,A
P30000137508,3,1375,29,8,B
P30000137509,3,1375,29,9,B
P30000137513,3,1375,29,13,B
P30000137603,3,1376,4,3,B
P30000137604,3,1376,4,4,C
P30000137703,3,1377,26,3,A
P30000137809,3,1378,25,9,C
P30000137907,3,1379,11,7,B
P30000138007,3,1380,16,7,C
P30000138009,3,1380,16,9,B
P30000138015,3,1380,16,15,B
P30000138114,3,1381,6,14,A
P30000138401,3,1384,19,1,A
P30000138505,3,1385,15,5,B
P30000138516,3,1385,15,16,C
P30000138701,3,1387,3,1,C
P30000138902,3,1389,2,2,A
P30000138914,3,1389,2,14,A
P30000139009,3,1390,18,9,B
P30000139103,3,1391,28,3,A
P30000139113,3,1391,28,13,A
P30000139114,3,1391,28,14,A
P30000139115,3,1391,28,15,A
P30000139202,3,1392,8,2,B
P30000139410,3,1394,5,10,B
P30000139416,3,1394,5,16,B
P30000139508,3,1395,24,8,D
P30000139604,3,1396,7,4,C
P30000139903,3,1399,12,3,C
P30000139907,3,1399,12,7,C
P30000139908,3,1399,12,8,D
P30000139914,3,1399,12,14,B
P30000140001,3,1400,30,1,A
P30000140009,3,1400,30,9,A
P30000140203,3,1402,22,3,A
P30000140208,3,1402,22,8,A
P30000140213,3,1402,22,13,B
P30000140504,3,1405,29,4,B
P30000140608,3,1406,4,8,B
P30000140702,3,1407,26,2,A
P30000140707,3,1407,26,7,A
P30000140802,3,1408,25,2,A
P30000140803,3,1408,25,3,A
P30000140816,3,1408,25,16,C
P30000140905,3,1409,11,5,C
P30000141003,3,1410,16,3,B
P30000141012,3,1410,16,12,C
P30000141206,3,1412,23,6,A
P30000141301,3,1413,27,1,B
P30000141304,3,1413,27,4,B
P30000141408,3,1414,19,8,D
P30000141504,3,1415,15,4,B
P30000141507,3,1415,15,7,A
P30000141606,3,1416,14,6,A
P30000141712,3,1417,3,12,A
P30000141813,3,1418,17,13,C
P30000141903,3,1419,2,3,B
P30000141911,3,1419,2,11,B
P30000141914,3,1419,2,14,A
P30000142007,3,1420,18,7,D
P30000142109,3,1421,28,9,B
P30000142304,3,1423,13,4,A
P30000142416,3,1424,5,16,B
P30000142505,3,1425,24,5,B
P30000142507,3,1425,24,7,B
P30000142605,3,1426,7,5,A
P30000142612,3,1426,7,12,C
P30000143205,3,1432,22,5,A
P30000143215,3,1432,22,15,A
P30000143310,3,1433,1,10,B
P30000143405,3,1434,9,5,A
P30000143508,3,1435,29,8,B
P30000143511,3,1435,29,11,B
P30000143607,3,1436,4,7,C
P30000143703,3,1437,26,3,B
P30000143706,3,1437,26,6,A
P30000143805,3,1438,25,5,B
P30000143810,3,1438,25,10,A
P30000143813,3,1438,25,13,C
P30000144104,3,1441,6,4,B
P30000144106,3,1441,6,6,A
P30000144316,3,1443,27,16,A
P30000144403,3,1444,19,3,A
P30000144407,3,1444,19,7,A
P30000144607,3,1446,14,7,A
P30000144904,3,1449,2,4,B
P30000144905,3,1449,2,5,C
P30000144907,3,1449,2,7,C
P30000144914,3,1449,2,14,C
P30000145015,3,1450,18,15,C
P30000145101,3,1451,28,1,B
P30000145105,3,1451,28,5,B
P30000145109,3,1451,28,9,A
P30000145112,3,1451,28,12,B
P30000145201,3,1452,8,1,C
P30000145203,3,1452,8,3,B
P30000145211,3,1452,8,11,A
P30000145213,3,1452,8,13,B
P30000145301,3,1453,13,1,C
P30000145303,3,1453,13,3,A
P30000145305,3,1453,13,5,C
P30000145404,3,1454,5,4,A
P30000145505,3,1455,24,5,B
P30000145508,3,1455,24,8,C
P30000145509,3,1455,24,9,B
P30000145513,3,1455,24,13,B
P30000145615,3,1456,7,15,A
P30000145913,3,1459,12,13,A
P30000146007,3,1460,30,7,A
P30000146103,3,1461,20,3,A
P30000146106,3,1461,20,6,A
P30000146208,3,1462,22,8,A
P30000146210,3,1462,22,10,A
P30000146504,3,1465,29,4,B
P30000146511,3,1465,29,11,A
P30000146512,3,1465,29,12,B
P30000146611,3,1466,4,11,B
P30000146803,3,1468,25,3,C
P30000146908,3,1469,11,8,C
P30000147209,3,1472,23,9,A
P30000147302,3,1473,27,2,B
P30000147511,3,1475,15,11,A
P30000147603,3,1476,14,3,A
P30000147605,3,1476,14,5,D
P30000147812,3,1478,17,12,D
P30000147905,3,1479,2,5,C
P30000147907,3,1479,2,7,B
P30000148103,3,1481,28,3,B
P30000148104,3,1481,28,4,B
P30000148402,3,1484,5,2,C
P30000148406,3,1484,5,6,B
P30000148416,3,1484,5,16,C
P30000148504,3,1485,24,4,D
P30000148512,3,1485,24,12,D
P30000148602,3,1486,7,2,A
P30000148612,3,1486,7,12,C
P30000148706,3,1487,21,6,A
P30000148709,3,1487,21,9,A
P30000148711,3,1487,21,11,A
P30000149004,3,1490,30,4,B
P30000149014,3,1490,30,14,B
P30000149104,3,1491,20,4,B
P30000149302,3,1493,1,2,A
P30000149401,3,1494,9,1,B
P30000149415,3,1494,9,15,A
P30000149507,3,1495,29,7,B
P30000149510,3,1495,29,10,B
P30000149601,3,1496,4,1,A
P30000149615,3,1496,4,15,B
P30000149703,3,1497,26,3,A
P30000149707,3,1497,26,7,A
P30000149807,3,1498,25,7,B
P30000149815,3,1498,25,15,B
P30000150108,3,1501,6,8,C
P30000150209,3,1502,23,9,A
P30000150212,3,1502,23,12,B
P30000150303,3,1503,27,3,B
P30000150304,3,1503,27,4,D
P30000150501,3,1505,15,1,B
P30000150603,3,1506,14,3,B
P30000150612,3,1506,14,12,B
P30000150702,3,1507,3,2,A
P30000150710,3,1507,3,10,A
P30000150715,3,1507,3,15,A
P30000150716,3,1507,3,16,C
P30000150802,3,1508,17,2,B
P30000151007,3,1510,18,7,C
P30000151313,3,1513,13,13,B
P30000151314,3,1513,13,14,A
P30000151403,3,1514,5,3,A
P30000151410,3,1514,5,10,A
P30000151508,3,1515,24,8,C
P30000151510,3,1515,24,10,A
P30000151513,3,1515,24,13,A
P30000151516,3,1515,24,16,B
P30000151606,3,1516,7,6,A
P30000151612,3,1516,7,12,B
P30000151702,3,1517,21,2,A
P30000151714,3,1517,21,14,A
P30000151810,3,1518,10,10,A
P30000151905,3,1519,12,5,A
P30000151906,3,1519,12,6,A
P30000152001,3,1520,30,1,A
P30000152003,3,1520,30,3,A
P30000152012,3,1520,30,12,B
P30000152102,3,1521,20,2,A
P30000152113,3,1521,20,13,A
P30000152202,3,1522,22,2,A
P30000152208,3,1522,22,8,B
P30000152305,3,1523,1,5,D
P30000152312,3,1523,1,12,D
P30000152313,3,1523,1,13,A
P30000152406,3,1524,9,6,B
P30000152412,3,1524,9,12,C
P30000152511,3,1525,29,11,A
P30000152609,3,1526,4,9,A
P30000152615,3,1526,4,15,A
P30000152715,3,1527,26,15,A
P30000152806,3,1528,25,6,A
P30000152810,3,1528,25,10,A
P30000152905,3,1529,11,5,B
P30000153011,3,1530,16,11,D
P30000153014,3,1530,16,14,B
P30000153103,3,1531,6,3,B
P30000153112,3,1531,6,12,C
P30000153201,3,1532,23,1,A
P30000153202,3,1532,23,2,A
P30000153203,3,1532,23,3,D
P30000153415,3,1534,19,15,A
P30000153501,3,1535,15,1,C
P30000153610,3,1536,14,10,B
P30000153612,3,1536,14,12,B
P30000153616,3,1536,14,16,A
P30000153712,3,1537,3,12,A
P30000153916,3,1539,2,16,C
P30000154003,3,1540,18,3,A
P30000154008,3,1540,18,8,C
P30000154012,3,1540,18,12,B
P30000154105,3,1541,28,5,A
P30000154205,3,1542,8,5,D
P30000154312,3,1543,13,12,B
P30000154406,3,1544,5,6,B
P30000154501,3,1545,24,1,B
P30000154513,3,1545,24,13,B
P30000154516,3,1545,24,16,B
P30000154613,3,1546,7,13,C
P30000154616,3,1546,7,16,C
P30000154711,3,1547,21,11,B
P30000154713,3,1547,21,13,B
P30000154902,3,1549,12,2,A
P30000155008,3,1550,30,8,B
P30000155010,3,1550,30,10,B
P30000155013,3,1550,30,13,B
P30000155014,3,1550,30,14,A
P30000155015,3,1550,30,15,B
P30000155105,3,1551,20,5,A
P30000155216,3,1552,22,16,C
P30000155310,3,1553,1,10,A
P30000155316,3,1553,1,16,C
P30000155402,3,1554,9,2,A
P30000155407,3,1554,9,7,A
P30000155511,3,1555,29,11,D
P30000155602,3,1556,4,2,B
P30000155702,3,1557,26,2,A
P30000155804,3,1558,25,4,C
P30000155914,3,1559,11,14,A
P30000155915,3,1559,11,15,A
P30000156002,3,1560,16,2,A
P30000156007,3,1560,16,7,B
P30000156108,3,1561,6,8,C
P30000156110,3,1561,6,10,B
P30000156302,3,1563,27,2,B
P30000156303,3,1563,27,3,A
P30000156403,3,1564,19,3,B
P30000156412,3,1564,19,12,D
P30000156507,3,1565,15,7,A
P30000156510,3,1565,15,10,A
P30000156609,3,1566,14,9,C
P30000156807,3,1568,17,7,C
P30000156808,3,1568,17,8,C
P30000156812,3,1568,17,12,D
P30000156908,3,1569,2,8,A
P30000157016,3,1570,18,16,C
P30000157113,3,1571,28,13,A
P30000157203,3,1572,8,3,A
P30000157216,3,1572,8,16,C
P30000157306,3,1573,13,6,A
P30000157315,3,1573,13,15,A
P30000157505,3,1575,24,5,B
P30000157507,3,1575,24,7,C
P30000157510,3,1575,24,10,B
P30000157611,3,1576,7,11,A
P30000157701,3,1577,21,1,A
P30000157803,3,1578,10,3,B
P30000157807,3,1578,10,7,A
P30000157808,3,1578,10,8,D
P30000157903,3,1579,12,3,B
P30000158005,3,1580,30,5,A
P30000158006,3,1580,30,6,A
P30000158008,3,1580,30,8,C
P30000158011,3,1580,30,11,A
P30000158109,3,1581,20,9,B
P30000158205,3,1582,22,5,A
P30000158210,3,1582,22,10,A
P30000158315,3,1583,1,15,B
P30000158608,3,1586,4,8,D
P30000158701,3,1587,26,1,A
P30000158812,3,1588,25,12,A
P30000158906,3,1589,11,6,A
P30000159009,3,1590,16,9,B
P30000159114,3,1591,6,14,A
P30000159305,3,1593,27,5,C
P30000159402,3,1594,19,2,B
P30000159414,3,1594,19,14,B
P30000159513,3,1595,15,13,D
P30000159601,3,1596,14,1,C
P30000159616,3,1596,14,16,A
P30000159909,3,1599,2,9,D
P30000159914,3,1599,2,14,D
P30000160002,3,1600,18,2,A
P30000160003,3,1600,18,3,B
P30000160004,3,1600,18,4,C
P30000160012,3,1600,18,12,B
P30000160014,3,1600,18,14,A
P30000160110,3,1601,28,10,A
P30000160201,3,1602,8,1,C
P30000160202,3,1602,8,2,C
P30000160206,3,1602,8,6,D
P30000160209,3,1602,8,9,C
P30000160309,3,1603,13,9,B
P30000160409,3,1604,5,9,A
P30000160412,3,1604,5,12,B
P30000160414,3,1604,5,14,A
P30000160514,3,1605,24,14,A
P30000160603,3,1606,7,3,B
P30000160614,3,1606,7,14,A
P30000160716,3,1607,21,16,B
P30000160912,3,1609,12,12,B
P30000161109,3,1611,20,9,B
P30000161206,3,1612,22,6,A
P30000161208,3,1612,22,8,C
P30000161407,3,1614,9,7,B
P30000161416,3,1614,9,16,D
P30000161716,3,1617,26,16,A
P30000161814,3,1618,25,14,B
P30000161904,3,1619,11,4,B
P30000161906,3,1619,11,6,A
P30000162014,3,1620,16,14,A
P30000162016,3,1620,16,16,C
P30000162202,3,1622,23,2,A
P30000162205,3,1622,23,5,B
P30000162208,3,1622,23,8,C
P30000162215,3,1622,23,15,D
P30000162307,3,1623,27,7,A
P30000162310,3,1623,27,10,A
P30000162409,3,1624,19,9,C
P30000162513,3,1625,15,13,B
P30000162702,3,1627,3,2,A
P30000162713,3,1627,3,13,B
P30000162808,3,1628,17,8,D
P30000162907,3,1629,2,7,C
P30000162908,3,1629,2,8,A
P30000162913,3,1629,2,13,C
P30000163011,3,1630,18,11,C
P30000163015,3,1630,18,15,C
P30000163404,3,1634,5,4,B
P30000163408,3,1634,5,8,C
P30000163506,3,1635,24,6,D
P30000163608,3,1636,7,8,A
P30000163613,3,1636,7,13,B
P30000163704,3,1637,21,4,B
P30000163807,3,1638,10,7,B
P30000163812,3,1638,10,12,C
P30000163905,3,1639,12,5,C
P30000164004,3,1640,30,4,C
P30000164112,3,1641,20,12,B
P30000164315,3,1643,1,15,B
P30000164503,3,1645,29,3,A
P30000164508,3,1645,29,8,B
P30000164515,3,1645,29,15,C
P30000164711,3,1647,26,11,C
P30000164813,3,1648,25,13,B
P30000164903,3,1649,11,3,A
P30000164910,3,1649,11,10,A
P30000165004,3,1650,16,4,D
P30000165105,3,1651,6,5,A
P30000165115,3,1651,6,15,B
P30000165206,3,1652,23,6,B
P30000165213,3,1652,23,13,B
P30000165311,3,1653,27,11,A
P30000165406,3,1654,19,6,A
P30000165409,3,1654,19,9,C
P30000165510,3,1655,15,10,C
P30000165516,3,1655,15,16,C
P30000165615,3,1656,14,15,A
P30000165706,3,1657,3,6,A
P30000165708,3,1657,3,8,C
P30000166002,3,1660,18,2,B
P30000166107,3,1661,28,7,A
P30000166113,3,1661,28,13,A
P30000166208,3,1662,8,8,C
P30000166406,3,1664,5,6,C
P30000166410,3,1664,5,10,B
P30000166502,3,1665,24,2,D
P30000166506,3,1665,24,6,D
P30000166604,3,1666,7,4,D
P30000166613,3,1666,7,13,C
P30000166711,3,1667,21,11,A
P30000166810,3,1668,10,10,B
P30000166902,3,1669,12,2,A
P30000166907,3,1669,12,7,C
P30000167012,3,1670,30,12,C
P30000167108,3,1671,20,8,B
P30000167312,3,1673,1,12,B
P30000167404,3,1674,9,4,D
P30000167407,3,1674,9,7,C
P30000167409,3,1674,9,9,B
P30000167415,3,1674,9,15,D
P30000167501,3,1675,29,1,C
P30000167516,3,1675,29,16,B
P30000167607,3,1676,4,7,A
P30000167615,3,1676,4,15,B
P30000167707,3,1677,26,7,A
P30000167808,3,1678,25,8,B
P30000168012,3,1680,16,12,D
P30000168013,3,1680,16,13,B
P30000168313,3,1683,27,13,B
P30000168411,3,1684,19,11,A
P30000168611,3,1686,14,11,A
P30000168715,3,1687,3,15,A
P30000168816,3,1688,17,16,D
P30000169009,3,1690,18,9,C
P30000169211,3,1692,8,11,A
P30000169212,3,1692,8,12,B
P30000169308,3,1693,13,8,A
P30000169503,3,1695,24,3,B
P30000169505,3,1695,24,5,C
P30000169609,3,1696,7,9,C
P30000169714,3,1697,21,14,A
P30000169811,3,1698,10,11,C
P30000169901,3,1699,12,1,C
P30000170010,3,1700,30,10,A
P30000170202,3,1702,22,2,A
P30000170204,3,1702,22,4,B
P30000170214,3,1702,22,14,A
P30000170310,3,1703,1,10,A
P30000170312,3,1703,1,12,C
P30000170313,3,1703,1,13,B
P30000170405,3,1704,9,5,B
P30000170412,3,1704,9,12,D
P30000170416,3,1704,9,16,D
P30000170505,3,1705,29,5,C
P30000170601,3,1706,4,1,B
P30000170610,3,1706,4,10,B
P30000170711,3,1707,26,11,C
P30000170812,3,1708,25,12,C
P30000170913,3,1709,11,13,A
P30000171013,3,1710,16,13,B
P30000171115,3,1711,6,15,C
P30000171209,3,1712,23,9,B
P30000171210,3,1712,23,10,A
P30000171305,3,1713,27,5,B
P30000171309,3,1713,27,9,C
P30000171512,3,1715,15,12,C
P30000171513,3,1715,15,13,C
P30000171703,3,1717,3,3,B
P30000171709,3,1717,3,9,C
P30000171713,3,1717,3,13,B
P30000171812,3,1718,17,12,C
P30000171915,3,1719,2,15,B
P30000172005,3,1720,18,5,A
P30000172006,3,1720,18,6,A
P30000172009,3,1720,18,9,A
P30000172013,3,1720,18,13,A
P30000172109,3,1721,28,9,C
P30000172216,3,1722,8,16,D
P30000172412,3,1724,5,12,D
P30000172509,3,1725,24,9,B
P30000172510,3,1725,24,10,B
P30000172515,3,1725,24,15,B
P30000172912,3,1729,12,12,D
P30000173108,3,1731,20,8,D
P30000173109,3,1731,20,9,B
P30000173306,3,1733,1,6,A
P30000173401,3,1734,9,1,A
P30000173402,3,1734,9,2,A
P30000173410,3,1734,9,10,A
P30000173615,3,1736,4,15,D
P30000173705,3,1737,26,5,D
P30000173708,3,1737,26,8,C
P30000173710,3,1737,26,10,B
P30000173806,3,1738,25,6,B
P30000173908,3,1739,11,8,D
P30000174012,3,1740,16,12,B
P30000174016,3,1740,16,16,B
P30000174101,3,1741,6,1,B
P30000174312,3,1743,27,12,B
P30000174411,3,1744,19,11,B
P30000174514,3,1745,15,14,C
P30000174706,3,1747,3,6,C
P30000174807,3,1748,17,7,B
P30000174910,3,1749,2,10,C
P30000175003,3,1750,18,3,B
P30000175010,3,1750,18,10,B
P30000175016,3,1750,18,16,C
P30000175101,3,1751,28,1,C
P30000175102,3,1751,28,2,C
P30000175114,3,1751,28,14,B
P30000175307,3,1753,13,7,A
P30000175505,3,1755,24,5,B
P30000175614,3,1756,7,14,B
P30000175710,3,1757,21,10,B
P30000175804,3,1758,10,4,B
P30000175811,3,1758,10,11,A
P30000175905,3,1759,12,5,C
P30000175906,3,1759,12,6,A
P30000175907,3,1759,12,7,B
P30000175916,3,1759,12,16,C
P30000176014,3,1760,30,14,B
P30000176114,3,1761,20,14,A
P30000176201,3,1762,22,1,B
P30000176301,3,1763,1,1,B
P30000176313,3,1763,1,13,B
P30000176414,3,1764,9,14,B
P30000176708,3,1767,26,8,C
P30000176710,3,1767,26,10,C
P30000176810,3,1768,25,10,A
P30000176814,3,1768,25,14,A
P30000176913,3,1769,11,13,B
P30000177001,3,1770,16,1,B
P30000177216,3,1772,23,16,C
P30000177507,3,1775,15,7,B
P30000177515,3,1775,15,15,B
P30000177910,3,1779,2,10,B
P30000177913,3,1779,2,13,B
P30000178004,3,1780,18,4,C
P30000178108,3,1781,28,8,D
P30000178114,3,1781,28,14,B
P30000178208,3,1782,8,8,B
P30000178214,3,1782,8,14,B
P30000178305,3,1783,13,5,B
P30000178512,3,1785,24,12,D
P30000178611,3,1786,7,11,A
P30000178813,3,1788,10,13,D
P30000178914,3,1789,12,14,A
P30000179108,3,1791,20,8,B
P30000179301,3,1793,1,1,C
P30000179403,3,1794,9,3,A
P30000179409,3,1794,9,9,B
P30000179703,3,1797,26,3,A
P30000179809,3,1798,25,9,B
P30000180108,3,1801,6,8,D
P30000180111,3,1801,6,11,D
P30000180210,3,1802,23,10,B
P30000180211,3,1802,23,11,B
P30000180212,3,1802,23,12,B
P30000180408,3,1804,19,8,D
P30000180504,3,1805,15,4,D
P30000180505,3,1805,15,5,C
P30000180607,3,1806,14,7,B
P30000180709,3,1807,3,9,B
P30000180710,3,1807,3,10,C
P30000180812,3,1808,17,12,B
P30000180815,3,1808,17,15,B
P30000180915,3,1809,2,15,B
P30000181002,3,1810,18,2,B
P30000181008,3,1810,18,8,D
P30000181104,3,1811,28,4,C
P30000181109,3,1811,28,9,B
P30000181208,3,1812,8,8,C
P30000181311,3,1813,13,11,D
P30000181312,3,1813,13,12,D
P30000181415,3,1814,5,15,A
P30000181416,3,1814,5,16,B
P30000181501,3,1815,24,1,B
P30000181506,3,1815,24,6,B
P30000181507,3,1815,24,7,A
P30000181510,3,1815,24,10,B
P30000181609,3,1816,7,9,B
P30000181611,3,1816,7,11,B
P30000181703,3,1817,21,3,A
P30000181705,3,1817,21,5,B
P30000181904,3,1819,12,4,B
P30000182103,3,1821,20,3,A
P30000182113,3,1821,20,13,C
P30000182301,3,1823,1,1,B
P30000182302,3,1823,1,2,B
P30000182510,3,1825,29,10,C
P30000182612,3,1826,4,12,C
P30000182716,3,1827,26,16,B
P30000182804,3,1828,25,4,B
P30000182809,3,1828,25,9,C
P30000183008,3,1830,16,8,D
P30000183009,3,1830,16,9,C
P30000183116,3,1831,6,16,D
P30000183209,3,1832,23,9,B
P30000183210,3,1832,23,10,A
P30000183403,3,1834,19,3,C
P30000183405,3,1834,19,5,C
P30000183512,3,1835,15,12,B
P30000183615,3,1836,14,15,B
P30000183715,3,1837,3,15,B
P30000183803,3,1838,17,3,C
P30000183810,3,1838,17,10,B
P30000183906,3,1839,2,6,B
P30000184003,3,1840,18,3,B
P30000184004,3,1840,18,4,B
P30000184012,3,1840,18,12,C
P30000184213,3,1842,8,13,D
P30000184303,3,1843,13,3,A
P30000184308,3,1843,13,8,B
P30000184413,3,1844,5,13,C
P30000184501,3,1845,24,1,C
P30000184506,3,1845,24,6,A
P30000184604,3,1846,7,4,D
P30000184712,3,1847,21,12,B
P30000184905,3,1849,12,5,C
P30000184907,3,1849,12,7,B
P30000185010,3,1850,30,10,A
P30000185201,3,1852,22,1,A
P30000185211,3,1852,22,11,B
P30000185304,3,1853,1,4,B
P30000185306,3,1853,1,6,C
P30000185412,3,1854,9,12,C
P30000185416,3,1854,9,16,D
P30000185506,3,1855,29,6,B
P30000185601,3,1856,4,1,B
P30000185604,3,1856,4,4,C
P30000185607,3,1856,4,7,B
P30000185608,3,1856,4,8,D
P30000185710,3,1857,26,10,C
P30000185802,3,1858,25,2,B
P30000185810,3,1858,25,10,B
P30000186102,3,1861,6,2,A
P30000186112,3,1861,6,12,D
P30000186215,3,1862,23,15,D
P30000186303,3,1863,27,3,A
P30000186308,3,1863,27,8,B
P30000186409,3,1864,19,9,B
P30000186601,3,1866,14,1,C
P30000186711,3,1867,3,11,C
P30000186804,3,1868,17,4,D
P30000186814,3,1868,17,14,B
P30000187006,3,1870,18,6,A
P30000187008,3,1870,18,8,C
P30000187102,3,1871,28,2,A
P30000187106,3,1871,28,6,B
P30000187111,3,1871,28,11,B
P30000187112,3,1871,28,12,D
P30000187206,3,1872,8,6,A
P30000187306,3,1873,13,6,B
P30000187510,3,1875,24,10,C
P30000187513,3,1875,24,13,C
P30000187515,3,1875,24,15,C
P30000187608,3,1876,7,8,C
P30000187609,3,1876,7,9,C
P30000187616,3,1876,7,16,B
P30000187709,3,1877,21,9,B
P30000187716,3,1877,21,16,C
P30000188007,3,1880,30,7,C
P30000188307,3,1883,1,7,B
P30000188310,3,1883,1,10,A
P30000188602,3,1886,4,2,B
P30000188711,3,1887,26,11,B
P30000188715,3,1887,26,15,A
P30000188905,3,1889,11,5,A
P30000189004,3,1890,16,4,C
P30000189006,3,1890,16,6,A
P30000189101,3,1891,6,1,B
P30000189114,3,1891,6,14,A
P30000189116,3,1891,6,16,C
P30000189402,3,1894,19,2,A
P30000189406,3,1894,19,6,D
P30000189501,3,1895,15,1,C
P30000189515,3,1895,15,15,C
P30000189516,3,1895,15,16,C
P30000189703,3,1897,3,3,A
P30000189812,3,1898,17,12,C
P30000189916,3,1899,2,16,B
P30000190004,3,1900,18,4,D
P30000190009,3,1900,18,9,B
P30000190011,3,1900,18,11,D
P30000190305,3,1903,13,5,D
P30000190310,3,1903,13,10,C
P30000190405,3,1904,5,5,D
P30000190606,3,1906,7,6,B
P30000190610,3,1906,7,10,A
P30000190902,3,1909,12,2,A
P30000190909,3,1909,12,9,B
P30000191111,3,1911,20,11,C
P30000191206,3,1912,22,6,C
P30000191301,3,1913,1,1,B
P30000191312,3,1913,1,12,A
P30000191409,3,1914,9,9,B
P30000191411,3,1914,9,11,C
P30000191501,3,1915,29,1,C
P30000191503,3,1915,29,3,B
P30000191601,3,1916,4,1,B
P30000191607,3,1916,4,7,B
P30000191609,3,1916,4,9,B
P30000191707,3,1917,26,7,B
P30000191805,3,1918,25,5,C
P30000191807,3,1918,25,7,A
P30000191813,3,1918,25,13,B
P30000191905,3,1919,11,5,D
P30000192301,3,1923,27,1,C
P30000192515,3,1925,15,15,D
